,N1,N2,N3,N4,N5,E1,E2,Winner,Winning Serie,Gain
316,42.0,35.0,50.0,48.0,47.0,9.0,8.0,0.0,1.0,127472057.0
317,37.0,12.0,26.0,38.0,44.0,4.0,7.0,0.0,1.0,115692111.0
318,46.0,8.0,2.0,10.0,19.0,5.0,9.0,0.0,1.0,98519380.0
319,25.0,45.0,22.0,33.0,12.0,5.0,7.0,0.0,1.0,89057638.0
320,42.0,50.0,6.0,14.0,4.0,2.0,4.0,0.0,1.0,74844027.0
321,16.0,6.0,31.0,28.0,14.0,11.0,2.0,0.0,1.0,66489770.0
322,45.0,18.0,1.0,13.0,17.0,8.0,3.0,0.0,1.0,53726356.0
323,7.0,20.0,37.0,10.0,27.0,7.0,4.0,0.0,1.0,46432977.0
324,36.0,24.0,34.0,7.0,23.0,11.0,8.0,0.0,1.0,34158168.0
325,34.0,32.0,18.0,14.0,13.0,1.0,10.0,0.0,1.0,26847222.0
326,8.0,33.0,14.0,24.0,5.0,8.0,3.0,0.0,1.0,15000000.0
327,37.0,38.0,19.0,27.0,12.0,5.0,10.0,1.0,1.0,27315669.0
328,5.0,1.0,25.0,48.0,22.0,11.0,3.0,0.0,1.0,15000000.0
329,4.0,50.0,15.0,49.0,23.0,2.0,6.0,2.0,1.0,15000000.0
330,16.0,3.0,25.0,35.0,26.0,5.0,9.0,1.0,1.0,23148546.0
331,26.0,6.0,33.0,39.0,34.0,3.0,4.0,0.0,1.0,15000000.0
332,19.0,17.0,42.0,45.0,38.0,9.0,10.0,1.0,1.0,185000000.0
333,12.0,13.0,40.0,49.0,23.0,7.0,10.0,0.0,1.0,185000000.0
334,28.0,47.0,29.0,11.0,49.0,5.0,1.0,0.0,1.0,176715803.0
335,11.0,23.0,31.0,8.0,46.0,9.0,8.0,0.0,1.0,156881529.0
336,16.0,15.0,44.0,30.0,50.0,3.0,2.0,0.0,1.0,134366394.0
337,41.0,20.0,5.0,30.0,16.0,11.0,6.0,0.0,1.0,120909822.0
338,49.0,50.0,20.0,17.0,35.0,4.0,3.0,0.0,1.0,103328216.0
339,11.0,22.0,21.0,16.0,44.0,8.0,3.0,0.0,1.0,92688909.0
340,41.0,19.0,48.0,5.0,12.0,8.0,10.0,0.0,1.0,77116731.0
341,37.0,20.0,3.0,48.0,19.0,8.0,11.0,0.0,1.0,68829142.0
342,25.0,38.0,40.0,6.0,36.0,10.0,4.0,0.0,1.0,54804890.0
343,49.0,40.0,50.0,39.0,4.0,2.0,5.0,0.0,1.0,46382251.0
344,22.0,9.0,10.0,50.0,1.0,11.0,5.0,0.0,1.0,33899735.0
345,28.0,9.0,49.0,25.0,17.0,9.0,8.0,0.0,1.0,27342236.0
346,16.0,23.0,24.0,29.0,26.0,2.0,9.0,0.0,1.0,15000000.0
347,42.0,25.0,10.0,20.0,14.0,8.0,11.0,1.0,1.0,27642654.0
348,37.0,20.0,21.0,45.0,46.0,3.0,2.0,0.0,1.0,15000000.0
349,17.0,47.0,11.0,36.0,9.0,2.0,1.0,1.0,1.0,121019633.0
350,28.0,3.0,45.0,10.0,15.0,7.0,5.0,0.0,1.0,100000000.0
351,28.0,16.0,20.0,22.0,11.0,4.0,9.0,1.0,1.0,28772008.0
352,38.0,40.0,25.0,15.0,41.0,1.0,2.0,0.0,1.0,15000000.0
353,22.0,45.0,48.0,11.0,36.0,1.0,4.0,1.0,1.0,43415570.0
354,4.0,41.0,6.0,21.0,39.0,2.0,6.0,0.0,1.0,29316256.0
355,21.0,47.0,23.0,38.0,50.0,6.0,2.0,0.0,1.0,15000000.0
356,17.0,33.0,22.0,21.0,4.0,4.0,8.0,1.0,1.0,15000000.0
357,12.0,21.0,6.0,33.0,27.0,7.0,3.0,2.0,1.0,138210534.0
358,50.0,13.0,26.0,1.0,20.0,7.0,6.0,0.0,1.0,107470965.0
359,17.0,24.0,37.0,19.0,46.0,2.0,7.0,0.0,1.0,82769625.0
360,28.0,41.0,25.0,11.0,27.0,8.0,5.0,0.0,1.0,61901148.0
361,42.0,45.0,13.0,48.0,12.0,3.0,9.0,0.0,1.0,44068144.0
362,45.0,3.0,49.0,15.0,2.0,9.0,5.0,0.0,1.0,28569174.0
363,15.0,14.0,12.0,19.0,23.0,7.0,8.0,0.0,1.0,15000000.0
364,47.0,35.0,11.0,2.0,24.0,5.0,9.0,5.0,1.0,28947728.0
365,41.0,24.0,23.0,42.0,13.0,5.0,1.0,0.0,1.0,15000000.0
366,21.0,11.0,13.0,3.0,18.0,5.0,4.0,2.0,1.0,29004254.0
367,44.0,2.0,24.0,14.0,39.0,7.0,6.0,0.0,1.0,15000000.0
368,32.0,22.0,1.0,48.0,50.0,7.0,6.0,1.0,1.0,15000000.0
369,26.0,49.0,27.0,24.0,17.0,3.0,5.0,0.0,1.0,26703677.0
370,14.0,20.0,32.0,23.0,18.0,3.0,10.0,0.0,1.0,15000000.0
371,40.0,5.0,3.0,42.0,22.0,3.0,10.0,1.0,1.0,101835641.0
372,35.0,14.0,44.0,18.0,20.0,5.0,2.0,0.0,1.0,86060443.0
373,40.0,29.0,11.0,43.0,10.0,11.0,3.0,0.0,1.0,76452078.0
374,50.0,4.0,9.0,1.0,43.0,6.0,8.0,0.0,1.0,63235218.0
375,10.0,18.0,31.0,42.0,16.0,2.0,5.0,0.0,1.0,54583279.0
376,29.0,5.0,28.0,44.0,10.0,2.0,4.0,0.0,1.0,42363921.0
377,18.0,23.0,40.0,24.0,10.0,3.0,4.0,0.0,1.0,34324723.0
378,49.0,44.0,6.0,10.0,23.0,7.0,1.0,0.0,1.0,22479773.0
379,11.0,20.0,40.0,9.0,1.0,5.0,1.0,0.0,1.0,15000000.0
380,42.0,28.0,45.0,30.0,49.0,10.0,5.0,1.0,1.0,22756968.0
381,15.0,19.0,41.0,23.0,10.0,2.0,9.0,0.0,1.0,15000000.0
382,11.0,16.0,21.0,24.0,29.0,2.0,6.0,1.0,1.0,169837015.0
383,47.0,28.0,14.0,21.0,22.0,5.0,4.0,0.0,1.0,152867729.0
384,35.0,25.0,20.0,41.0,7.0,1.0,9.0,0.0,1.0,132672800.0
385,6.0,10.0,3.0,44.0,11.0,3.0,4.0,0.0,1.0,119125945.0
386,23.0,44.0,25.0,24.0,31.0,2.0,3.0,0.0,1.0,102511027.0
387,9.0,5.0,6.0,38.0,27.0,5.0,11.0,0.0,1.0,91421975.0
388,1.0,35.0,38.0,50.0,28.0,2.0,10.0,0.0,1.0,76874851.0
389,16.0,40.0,44.0,37.0,29.0,8.0,10.0,0.0,1.0,67874748.0
390,41.0,10.0,40.0,49.0,32.0,2.0,8.0,0.0,1.0,54755945.0
391,35.0,7.0,17.0,43.0,6.0,2.0,8.0,0.0,1.0,46640893.0
392,23.0,8.0,10.0,25.0,2.0,8.0,9.0,0.0,1.0,34447603.0
393,19.0,16.0,18.0,21.0,9.0,3.0,2.0,0.0,1.0,26871790.0
394,16.0,42.0,21.0,36.0,4.0,8.0,7.0,0.0,1.0,15000000.0
395,20.0,26.0,30.0,33.0,23.0,6.0,9.0,1.0,1.0,100000000.0
396,7.0,25.0,27.0,48.0,49.0,1.0,4.0,0.0,1.0,33985873.0
397,41.0,4.0,34.0,43.0,19.0,7.0,11.0,0.0,1.0,26523681.0
398,38.0,7.0,39.0,44.0,6.0,7.0,9.0,0.0,1.0,15000000.0
399,27.0,10.0,44.0,23.0,3.0,9.0,7.0,1.0,1.0,26580854.0
400,15.0,6.0,37.0,22.0,44.0,2.0,4.0,0.0,1.0,15000000.0
401,15.0,35.0,13.0,30.0,42.0,4.0,6.0,1.0,1.0,47319633.0
402,18.0,39.0,17.0,44.0,11.0,10.0,5.0,0.0,1.0,34855964.0
403,31.0,28.0,16.0,48.0,33.0,11.0,7.0,0.0,1.0,26982209.0
404,1.0,26.0,25.0,44.0,18.0,5.0,4.0,0.0,1.0,15000000.0
405,6.0,5.0,19.0,37.0,12.0,7.0,3.0,1.0,1.0,47570390.0
406,17.0,5.0,38.0,4.0,48.0,4.0,3.0,0.0,1.0,34941089.0
407,19.0,25.0,33.0,44.0,28.0,8.0,2.0,0.0,1.0,26921509.0
408,45.0,16.0,42.0,1.0,38.0,9.0,10.0,0.0,1.0,15000000.0
409,50.0,21.0,17.0,48.0,11.0,9.0,10.0,1.0,1.0,190000000.0
410,20.0,50.0,34.0,46.0,27.0,3.0,2.0,0.0,1.0,190000000.0
411,34.0,35.0,42.0,24.0,46.0,5.0,1.0,0.0,1.0,180011715.0
412,35.0,39.0,4.0,36.0,29.0,9.0,8.0,0.0,1.0,156962440.0
413,15.0,48.0,14.0,23.0,21.0,2.0,10.0,0.0,1.0,141583959.0
414,18.0,25.0,4.0,16.0,44.0,11.0,1.0,0.0,1.0,112218632.0
415,19.0,23.0,10.0,45.0,49.0,9.0,10.0,0.0,1.0,101392999.0
416,24.0,2.0,43.0,7.0,46.0,10.0,8.0,0.0,1.0,85954935.0
417,18.0,46.0,35.0,25.0,8.0,9.0,4.0,0.0,1.0,76630917.0
418,37.0,1.0,24.0,16.0,3.0,8.0,1.0,0.0,1.0,61268725.0
419,40.0,42.0,38.0,31.0,32.0,3.0,1.0,0.0,1.0,53006942.0
420,22.0,7.0,2.0,40.0,27.0,6.0,3.0,0.0,1.0,40811640.0
421,14.0,17.0,28.0,39.0,29.0,11.0,1.0,0.0,1.0,33263796.0
422,11.0,22.0,35.0,20.0,1.0,10.0,8.0,0.0,1.0,21896089.0
423,18.0,14.0,19.0,43.0,49.0,7.0,3.0,0.0,1.0,15000000.0
424,17.0,20.0,50.0,7.0,35.0,5.0,11.0,1.0,1.0,15000000.0
425,48.0,38.0,27.0,22.0,10.0,3.0,7.0,2.0,1.0,26828456.0
426,30.0,26.0,48.0,15.0,8.0,9.0,10.0,0.0,1.0,15000000.0
427,11.0,22.0,5.0,34.0,40.0,9.0,11.0,2.0,1.0,158052844.0
428,13.0,49.0,37.0,47.0,34.0,8.0,9.0,0.0,1.0,134974395.0
429,26.0,2.0,36.0,14.0,4.0,9.0,10.0,0.0,1.0,120024029.0
430,28.0,17.0,25.0,15.0,8.0,3.0,11.0,0.0,1.0,101071615.0
431,35.0,12.0,22.0,49.0,46.0,2.0,8.0,0.0,1.0,89779597.0
432,31.0,32.0,41.0,16.0,37.0,7.0,1.0,0.0,1.0,74848794.0
433,29.0,50.0,43.0,47.0,13.0,9.0,11.0,0.0,1.0,65687547.0
434,13.0,2.0,50.0,11.0,26.0,5.0,2.0,0.0,1.0,51753790.0
435,1.0,17.0,13.0,44.0,38.0,2.0,11.0,0.0,1.0,44093380.0
436,3.0,34.0,48.0,38.0,21.0,5.0,8.0,0.0,1.0,32541206.0
437,26.0,41.0,40.0,39.0,3.0,1.0,2.0,0.0,1.0,25968725.0
438,4.0,15.0,41.0,5.0,19.0,11.0,9.0,0.0,1.0,15000000.0
439,36.0,43.0,30.0,27.0,20.0,1.0,6.0,1.0,1.0,44407281.0
440,8.0,24.0,48.0,43.0,9.0,3.0,5.0,0.0,1.0,32867376.0
441,32.0,41.0,29.0,3.0,6.0,11.0,10.0,0.0,1.0,26031384.0
442,10.0,28.0,49.0,48.0,33.0,10.0,1.0,0.0,1.0,15000000.0
443,8.0,39.0,43.0,13.0,26.0,3.0,5.0,1.0,1.0,53763217.0
444,37.0,27.0,22.0,25.0,36.0,9.0,5.0,0.0,1.0,39523670.0
445,11.0,35.0,45.0,20.0,30.0,2.0,3.0,0.0,1.0,32751944.0
446,1.0,8.0,18.0,25.0,30.0,10.0,9.0,0.0,1.0,21716352.0
447,46.0,17.0,23.0,4.0,36.0,10.0,6.0,0.0,1.0,15000000.0
448,29.0,36.0,27.0,34.0,24.0,7.0,8.0,1.0,1.0,15000000.0
449,50.0,15.0,9.0,23.0,31.0,8.0,11.0,1.0,1.0,26096499.0
450,28.0,30.0,15.0,16.0,46.0,3.0,4.0,0.0,1.0,15000000.0
451,12.0,4.0,50.0,3.0,23.0,4.0,7.0,1.0,1.0,45758710.0
452,47.0,1.0,25.0,10.0,43.0,8.0,9.0,0.0,1.0,33798147.0
453,39.0,36.0,32.0,47.0,3.0,6.0,9.0,0.0,1.0,26508061.0
454,23.0,47.0,27.0,37.0,24.0,6.0,2.0,0.0,1.0,15000000.0
455,44.0,5.0,11.0,6.0,30.0,6.0,2.0,1.0,1.0,26670951.0
456,10.0,48.0,1.0,17.0,33.0,2.0,3.0,0.0,1.0,15000000.0
457,34.0,3.0,12.0,26.0,7.0,10.0,8.0,1.0,1.0,54897476.0
458,11.0,24.0,14.0,25.0,29.0,11.0,7.0,0.0,1.0,41851240.0
459,11.0,4.0,47.0,28.0,38.0,11.0,10.0,0.0,1.0,34279343.0
460,36.0,14.0,42.0,46.0,27.0,11.0,8.0,0.0,1.0,22361166.0
461,3.0,14.0,31.0,41.0,8.0,7.0,11.0,0.0,1.0,15000000.0
462,15.0,3.0,17.0,33.0,28.0,2.0,4.0,1.0,1.0,54252968.0
463,16.0,20.0,19.0,25.0,28.0,1.0,10.0,0.0,1.0,46106653.0
464,43.0,34.0,38.0,9.0,45.0,4.0,2.0,0.0,1.0,33767650.0
465,10.0,19.0,44.0,13.0,39.0,6.0,2.0,0.0,1.0,26630721.0
466,1.0,20.0,6.0,2.0,36.0,11.0,8.0,0.0,1.0,15000000.0
467,10.0,28.0,27.0,2.0,22.0,8.0,6.0,1.0,1.0,48895464.0
468,12.0,44.0,22.0,30.0,31.0,5.0,6.0,0.0,1.0,36496417.0
469,39.0,13.0,21.0,14.0,27.0,8.0,6.0,0.0,1.0,29204007.0
470,9.0,4.0,30.0,10.0,40.0,9.0,2.0,0.0,1.0,15000000.0
471,1.0,6.0,10.0,31.0,12.0,7.0,2.0,2.0,1.0,73113566.0
472,42.0,30.0,45.0,3.0,49.0,5.0,10.0,0.0,1.0,59857419.0
473,29.0,45.0,24.0,20.0,13.0,7.0,3.0,0.0,1.0,100878708.0
474,1.0,22.0,6.0,13.0,28.0,10.0,5.0,0.0,1.0,86334915.0
475,5.0,31.0,43.0,50.0,19.0,6.0,2.0,0.0,1.0,74670405.0
476,13.0,22.0,17.0,43.0,12.0,10.0,3.0,0.0,1.0,64321006.0
477,41.0,6.0,8.0,37.0,27.0,7.0,10.0,0.0,1.0,52406869.0
478,24.0,22.0,23.0,1.0,31.0,6.0,11.0,0.0,1.0,44668268.0
479,49.0,50.0,24.0,6.0,35.0,7.0,1.0,0.0,1.0,31707067.0
480,18.0,31.0,36.0,2.0,1.0,7.0,10.0,0.0,1.0,24886473.0
481,32.0,6.0,29.0,15.0,13.0,2.0,9.0,0.0,1.0,15000000.0
482,10.0,23.0,7.0,2.0,43.0,4.0,7.0,1.0,1.0,15000000.0
483,44.0,27.0,23.0,42.0,19.0,5.0,3.0,1.0,1.0,32148861.0
484,40.0,26.0,13.0,25.0,50.0,8.0,9.0,0.0,1.0,25321675.0
485,45.0,14.0,19.0,36.0,15.0,1.0,10.0,0.0,1.0,15000000.0
486,13.0,42.0,3.0,15.0,29.0,4.0,1.0,1.0,1.0,100000000.0
487,29.0,48.0,40.0,37.0,14.0,11.0,2.0,0.0,1.0,15000000.0
488,35.0,20.0,42.0,43.0,28.0,8.0,10.0,2.0,1.0,15000000.0
489,35.0,38.0,12.0,13.0,6.0,2.0,3.0,1.0,1.0,21594781.0
490,19.0,33.0,29.0,30.0,7.0,3.0,8.0,0.0,1.0,15000000.0
491,32.0,9.0,10.0,30.0,37.0,6.0,2.0,1.0,1.0,15000000.0
492,2.0,31.0,38.0,3.0,10.0,6.0,10.0,1.0,1.0,31714028.0
493,39.0,33.0,29.0,44.0,41.0,9.0,11.0,0.0,1.0,21557573.0
494,25.0,36.0,47.0,46.0,5.0,2.0,6.0,0.0,1.0,15000000.0
495,39.0,18.0,27.0,43.0,47.0,7.0,4.0,1.0,1.0,50899071.0
496,6.0,17.0,23.0,12.0,43.0,5.0,9.0,0.0,1.0,43300447.0
497,23.0,24.0,33.0,42.0,26.0,5.0,3.0,0.0,1.0,32466476.0
498,50.0,35.0,6.0,24.0,20.0,5.0,10.0,0.0,1.0,25391202.0
499,19.0,44.0,48.0,25.0,23.0,9.0,8.0,0.0,1.0,15000000.0
500,11.0,15.0,38.0,41.0,43.0,2.0,6.0,1.0,1.0,65793284.0
501,10.0,20.0,26.0,28.0,43.0,9.0,11.0,0.0,1.0,53875031.0
502,5.0,11.0,35.0,38.0,45.0,2.0,3.0,0.0,1.0,46107180.0
503,13.0,17.0,21.0,42.0,44.0,9.0,11.0,0.0,1.0,34994367.0
504,14.0,27.0,6.0,4.0,33.0,10.0,5.0,0.0,1.0,27722709.0
505,7.0,11.0,14.0,28.0,30.0,2.0,10.0,0.0,1.0,15000000.0
506,11.0,23.0,25.0,32.0,37.0,4.0,7.0,2.0,1.0,25602948.0
507,5.0,18.0,16.0,42.0,9.0,7.0,9.0,0.0,1.0,15000000.0
508,2.0,17.0,25.0,36.0,45.0,5.0,9.0,2.0,1.0,25642224.0
509,7.0,30.0,38.0,40.0,43.0,2.0,6.0,0.0,1.0,15000000.0
510,30.0,37.0,26.0,6.0,1.0,8.0,5.0,1.0,1.0,93948087.0
511,42.0,11.0,50.0,49.0,5.0,8.0,11.0,0.0,1.0,80048874.0
512,20.0,24.0,27.0,37.0,39.0,5.0,10.0,0.0,1.0,70976896.0
513,5.0,20.0,47.0,17.0,50.0,1.0,4.0,0.0,1.0,59358856.0
514,24.0,4.0,23.0,7.0,9.0,9.0,8.0,0.0,1.0,51235800.0
515,17.0,47.0,16.0,49.0,31.0,3.0,11.0,0.0,1.0,39969189.0
516,21.0,36.0,37.0,42.0,48.0,4.0,7.0,0.0,1.0,32550628.0
517,3.0,14.0,4.0,11.0,43.0,1.0,6.0,0.0,1.0,22036079.0
518,12.0,23.0,29.0,38.0,49.0,3.0,4.0,0.0,1.0,15141986.0
519,14.0,15.0,16.0,19.0,44.0,4.0,5.0,1.0,1.0,15000000.0
520,24.0,35.0,13.0,26.0,16.0,5.0,2.0,1.0,1.0,15000000.0
521,50.0,34.0,47.0,19.0,23.0,4.0,6.0,1.0,1.0,22078146.0
522,26.0,42.0,33.0,18.0,32.0,3.0,2.0,0.0,1.0,15000000.0
523,18.0,16.0,38.0,49.0,31.0,10.0,4.0,1.0,1.0,33574531.0
524,28.0,4.0,33.0,12.0,15.0,1.0,10.0,0.0,1.0,26012633.0
525,14.0,13.0,11.0,28.0,30.0,4.0,5.0,0.0,1.0,15000000.0
526,15.0,1.0,47.0,28.0,35.0,7.0,1.0,1.0,1.0,15000000.0
527,4.0,13.0,35.0,27.0,5.0,2.0,1.0,2.0,1.0,187937614.0
528,30.0,11.0,36.0,45.0,10.0,1.0,2.0,0.0,1.0,168458397.0
529,24.0,33.0,17.0,41.0,44.0,11.0,1.0,0.0,1.0,146642974.0
530,41.0,25.0,48.0,10.0,47.0,6.0,10.0,0.0,1.0,131383087.0
531,7.0,9.0,25.0,5.0,41.0,5.0,1.0,0.0,1.0,112888839.0
532,14.0,26.0,45.0,50.0,7.0,2.0,7.0,0.0,1.0,100000000.0
533,34.0,33.0,40.0,31.0,37.0,6.0,1.0,0.0,1.0,22292668.0
534,29.0,43.0,28.0,34.0,27.0,10.0,5.0,0.0,1.0,15000000.0
535,34.0,38.0,13.0,8.0,26.0,3.0,11.0,1.0,1.0,95372874.0
536,22.0,17.0,40.0,7.0,27.0,2.0,3.0,0.0,1.0,85427113.0
537,29.0,19.0,8.0,28.0,7.0,9.0,5.0,0.0,1.0,71706904.0
538,25.0,24.0,50.0,6.0,20.0,9.0,10.0,0.0,1.0,63210305.0
539,24.0,7.0,8.0,36.0,27.0,11.0,5.0,0.0,1.0,51014670.0
540,1.0,32.0,35.0,45.0,48.0,4.0,11.0,0.0,1.0,43122368.0
541,43.0,27.0,13.0,28.0,42.0,4.0,6.0,0.0,1.0,32317752.0
542,5.0,49.0,34.0,3.0,40.0,2.0,3.0,0.0,1.0,25320531.0
543,13.0,50.0,40.0,43.0,36.0,9.0,5.0,0.0,1.0,15000000.0
544,40.0,38.0,16.0,24.0,11.0,2.0,5.0,1.0,1.0,32469030.0
545,50.0,4.0,1.0,7.0,10.0,4.0,11.0,0.0,1.0,21743067.0
546,1.0,46.0,8.0,42.0,48.0,4.0,7.0,0.0,1.0,15000000.0
547,33.0,50.0,22.0,1.0,11.0,4.0,6.0,1.0,1.0,15000000.0
548,28.0,45.0,15.0,5.0,10.0,3.0,9.0,1.0,1.0,26258943.0
549,15.0,44.0,48.0,38.0,35.0,10.0,5.0,0.0,1.0,15000000.0
550,32.0,1.0,17.0,39.0,11.0,7.0,2.0,2.0,1.0,26538894.0
551,17.0,12.0,41.0,29.0,25.0,1.0,4.0,0.0,1.0,15000000.0
552,44.0,30.0,46.0,43.0,13.0,9.0,5.0,1.0,1.0,132486744.0
553,44.0,30.0,26.0,42.0,4.0,6.0,11.0,0.0,1.0,113430166.0
554,27.0,32.0,12.0,34.0,49.0,9.0,8.0,0.0,1.0,100000000.0
555,44.0,32.0,19.0,37.0,35.0,9.0,1.0,0.0,1.0,21971382.0
556,24.0,14.0,39.0,4.0,21.0,10.0,3.0,0.0,1.0,15000000.0
557,50.0,4.0,10.0,2.0,22.0,5.0,8.0,1.0,1.0,15000000.0
558,20.0,42.0,23.0,28.0,3.0,8.0,11.0,1.0,1.0,51689985.0
559,33.0,31.0,19.0,8.0,39.0,7.0,2.0,0.0,1.0,40083119.0
560,1.0,11.0,36.0,29.0,42.0,4.0,5.0,0.0,1.0,32728379.0
561,3.0,12.0,13.0,17.0,30.0,2.0,6.0,0.0,1.0,21860645.0
562,15.0,37.0,36.0,16.0,28.0,2.0,11.0,0.0,1.0,15000000.0
563,28.0,30.0,44.0,12.0,15.0,9.0,8.0,1.0,1.0,60298933.0
564,2.0,4.0,42.0,28.0,22.0,4.0,9.0,0.0,1.0,52030590.0
565,28.0,25.0,5.0,11.0,16.0,7.0,9.0,0.0,1.0,40241884.0
566,14.0,44.0,11.0,34.0,9.0,11.0,10.0,0.0,1.0,32916240.0
567,25.0,6.0,45.0,40.0,31.0,6.0,7.0,0.0,1.0,21947416.0
568,37.0,5.0,34.0,38.0,21.0,1.0,6.0,0.0,1.0,15000000.0
569,9.0,16.0,26.0,36.0,39.0,2.0,6.0,2.0,1.0,15000000.0
570,3.0,10.0,37.0,18.0,31.0,2.0,4.0,1.0,1.0,44297359.0
571,45.0,10.0,48.0,1.0,44.0,4.0,1.0,0.0,1.0,32974711.0
572,39.0,26.0,27.0,30.0,4.0,10.0,3.0,0.0,1.0,25798102.0
573,47.0,42.0,22.0,40.0,38.0,11.0,1.0,0.0,1.0,15000000.0
574,37.0,22.0,29.0,4.0,41.0,7.0,4.0,1.0,1.0,34191508.0
575,22.0,26.0,47.0,2.0,20.0,9.0,5.0,0.0,1.0,22485855.0
576,4.0,10.0,27.0,22.0,41.0,10.0,8.0,0.0,1.0,15000000.0
577,36.0,49.0,2.0,7.0,8.0,11.0,1.0,3.0,1.0,38032608.0
578,6.0,18.0,39.0,50.0,44.0,11.0,8.0,1.0,1.0,15000000.0
579,26.0,45.0,27.0,49.0,17.0,2.0,3.0,1.0,1.0,25234535.0
580,49.0,25.0,9.0,19.0,8.0,10.0,2.0,0.0,1.0,15000000.0
581,39.0,44.0,23.0,29.0,31.0,5.0,8.0,1.0,1.0,15000000.0
582,13.0,7.0,3.0,25.0,12.0,5.0,8.0,1.0,1.0,39580687.0
583,28.0,2.0,15.0,31.0,37.0,4.0,6.0,0.0,1.0,32170285.0
584,31.0,1.0,3.0,42.0,46.0,11.0,4.0,0.0,1.0,21823076.0
585,5.0,8.0,48.0,47.0,37.0,3.0,2.0,0.0,1.0,15000000.0
586,15.0,25.0,3.0,49.0,44.0,9.0,1.0,1.0,1.0,72971665.0
587,10.0,23.0,6.0,41.0,15.0,10.0,4.0,0.0,1.0,64238836.0
588,32.0,7.0,36.0,3.0,25.0,1.0,6.0,0.0,1.0,51208489.0
589,28.0,32.0,7.0,37.0,4.0,5.0,10.0,0.0,1.0,43061336.0
590,3.0,2.0,36.0,38.0,17.0,11.0,4.0,0.0,1.0,32415734.0
591,36.0,32.0,38.0,48.0,17.0,8.0,5.0,0.0,1.0,25319129.0
592,46.0,14.0,36.0,2.0,21.0,11.0,7.0,0.0,1.0,15000000.0
593,32.0,13.0,38.0,46.0,25.0,10.0,1.0,2.0,1.0,33012470.0
594,1.0,13.0,6.0,26.0,17.0,3.0,5.0,0.0,1.0,22206694.0
595,10.0,41.0,13.0,20.0,33.0,9.0,3.0,0.0,1.0,15000000.0
596,45.0,17.0,40.0,10.0,15.0,1.0,2.0,1.0,1.0,15000000.0
597,42.0,20.0,3.0,30.0,9.0,6.0,1.0,1.0,1.0,190000000.0
598,40.0,33.0,27.0,20.0,21.0,3.0,10.0,0.0,1.0,181778812.0
599,49.0,13.0,48.0,1.0,40.0,8.0,10.0,0.0,1.0,164013958.0
600,15.0,23.0,32.0,4.0,5.0,7.0,3.0,0.0,1.0,143635162.0
601,29.0,42.0,47.0,45.0,6.0,9.0,10.0,0.0,1.0,129467190.0
602,38.0,30.0,21.0,9.0,28.0,8.0,1.0,0.0,1.0,112118982.0
603,13.0,23.0,50.0,48.0,4.0,10.0,5.0,0.0,1.0,100000000.0
604,33.0,13.0,15.0,3.0,42.0,5.0,7.0,1.0,1.0,32929188.0
605,46.0,35.0,47.0,13.0,27.0,1.0,2.0,0.0,1.0,25767850.0
606,13.0,35.0,14.0,29.0,12.0,1.0,7.0,0.0,1.0,15000000.0
607,6.0,34.0,8.0,38.0,48.0,9.0,3.0,1.0,1.0,86732923.0
608,4.0,30.0,35.0,50.0,29.0,4.0,2.0,0.0,1.0,74610475.0
609,31.0,9.0,33.0,26.0,13.0,7.0,11.0,0.0,1.0,66213888.0
610,15.0,35.0,19.0,8.0,24.0,10.0,8.0,0.0,1.0,55073280.0
611,18.0,50.0,23.0,46.0,1.0,9.0,3.0,0.0,1.0,47592168.0
612,39.0,45.0,25.0,31.0,5.0,8.0,1.0,0.0,1.0,37624288.0
613,32.0,38.0,26.0,9.0,2.0,3.0,6.0,0.0,1.0,30847109.0
614,36.0,48.0,45.0,10.0,22.0,11.0,4.0,0.0,1.0,21332468.0
615,29.0,17.0,49.0,35.0,4.0,1.0,2.0,0.0,1.0,15000000.0
616,11.0,34.0,47.0,4.0,7.0,7.0,8.0,1.0,1.0,54304297.0
617,4.0,21.0,30.0,5.0,23.0,10.0,8.0,0.0,1.0,46954024.0
618,22.0,19.0,7.0,16.0,33.0,5.0,2.0,0.0,1.0,37783516.0
619,29.0,21.0,35.0,46.0,43.0,1.0,9.0,0.0,1.0,30941693.0
620,5.0,21.0,42.0,7.0,19.0,11.0,5.0,0.0,1.0,21466842.0
621,50.0,44.0,46.0,48.0,24.0,10.0,5.0,0.0,1.0,15000000.0
622,40.0,23.0,35.0,10.0,43.0,9.0,3.0,1.0,1.0,37632166.0
623,10.0,24.0,9.0,12.0,43.0,5.0,9.0,0.0,1.0,30819744.0
624,1.0,43.0,50.0,45.0,24.0,5.0,8.0,0.0,1.0,21405298.0
625,1.0,41.0,43.0,11.0,29.0,3.0,11.0,0.0,1.0,15000000.0
626,18.0,27.0,15.0,34.0,20.0,1.0,3.0,1.0,1.0,67902166.0
627,38.0,35.0,5.0,49.0,22.0,7.0,4.0,0.0,1.0,60081769.0
628,24.0,18.0,22.0,8.0,27.0,11.0,4.0,0.0,1.0,49306200.0
629,47.0,18.0,43.0,39.0,4.0,6.0,2.0,0.0,1.0,42031147.0
630,39.0,25.0,18.0,22.0,27.0,5.0,10.0,0.0,1.0,31752213.0
631,39.0,34.0,45.0,33.0,31.0,2.0,10.0,0.0,1.0,24831312.0
632,20.0,1.0,7.0,21.0,48.0,4.0,7.0,0.0,1.0,15000000.0
